Name,Region,Meal_Type,Diet_Type,Calories,Protein,Carbs,Fats
Beef Roast with Steamed Vegetables,Pan India,Dinner,Bodybuilding,509,52,10,25
Roti with Mixed Veg Sabzi and Curd,North India,Lunch,Balanced,459,14,71,11
Puri Bhaji,North India,Breakfast,Weight Gain,511,9,65,23
Ragi Dosa with Coconut Chutney,South India,Breakfast,Weight Loss,206,5,36,6
Rice with Fish Curry and Papadam,South India,Dinner,Weight Gain,625,27,58,19
Oats Pongal,South India,Breakfast,Weight Loss,210,7,42,6
Vegetable Avial with Brown Rice,South India,Dinner,Weight Loss,274,7,45,7
Moong Dal Chilla,North India,Breakfast,Weight Loss,205,12,32,6
Warm Turmeric Milk with Light Khichdi,Pan India,Dinner,Health & Wellness,307,9,37,7
Kootu with Brown Rice,South India,Lunch,Weight Loss,291,9,52,5
Chicken Biryani,North India,Dinner,Weight Gain,578,34,65,24
Chira Dahi with Jaggery,East India,Breakfast,Weight Loss,218,7,44,4
Sprouted Moong Salad with Lemon and Cucumber,Pan India,Lunch,Health & Wellness,154,7,24,1
Dal Shorba with Roti,North India,Dinner,Weight Loss,211,9,30,5
Fish Recheado with Rice,West India,Dinner,Weight Gain,549,31,62,24
Sprouts Chaat,North India,Breakfast,Weight Loss,201,9,28,2
Vegetable Dalma,East India,Lunch,Weight Loss,317,9,50,6
Mutton Biryani (Hyderabadi Style),West India,Dinner,Weight Gain,624,35,76,28
Chicken Tikka with Quinoa,Pan India,Lunch,Bodybuilding,423,44,37,11
Shrikhand Puri,West India,Breakfast,Weight Gain,525,13,71,23
Mutton Kolhapuri with Rice,West India,Lunch,Weight Gain,605,34,60,30
Overnight Oats with Berries,Pan India,Breakfast,Health & Wellness,286,8,42,6
Chicken Tikka Salad,Pan India,Dinner,Bodybuilding,360,41,13,13
Mutton Korma with Roti,North India,Dinner,Weight Gain,452,32,38,26
Paneer Bhurji with Multigrain Toast,Pan India,Breakfast,Bodybuilding,427,32,25,17
Soya Milk with Oats Porridge,Pan India,Breakfast,Bodybuilding,394,23,42,8
Palak Paneer with 1 Roti,North India,Lunch,Weight Loss,329,18,32,12
Butter Naan with Dal Makhani,North India,Dinner,Weight Gain,508,14,71,21
Jowar Bhakri with Zunka,West India,Breakfast,Weight Loss,291,10,48,7
Tandoori Paneer Tikka with Salad,North India,Dinner,Weight Loss,253,18,10,12
Chicken Biryani,North India,Dinner,Weight Gain,576,33,60,23
Palak Paneer with 1 Roti,North India,Lunch,Weight Loss,336,18,31,13
Sprouts Chaat,North India,Breakfast,Weight Loss,198,8,26,2
Vegetable Daliya,Pan India,Dinner,Health & Wellness,226,6,38,4
Dal Shorba with Roti,North India,Dinner,Weight Loss,205,10,31,4
6 Boiled Eggs (4 Whites 2 Whole),Pan India,Breakfast,Bodybuilding,321,27,1,21
Paneer Lababdar with Naan,North India,Lunch,Weight Gain,624,19,67,23
Dal Dhokli,West India,Lunch,Balanced,435,11,61,12
Besan Chilla with Mint Chutney,North India,Breakfast,Weight Loss,208,12,27,6
Masala Dosa with Sambar and Chutney,South India,Breakfast,Weight Gain,415,9,64,15
Egg Curry with Rice,South India,Dinner,Weight Gain,484,31,59,18
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,460,15,53,19
Fish Fry with Rice and Dal,East India,Dinner,Balanced,443,27,62,13
Kadhi Pakora with Rice,North India,Dinner,Balanced,392,13,55,13
Sattu Sharbat with Toast,East India,Breakfast,Weight Loss,193,8,29,3
Cucumber and Tomato Raita with Mint,Pan India,Dinner,Health & Wellness,135,4,15,5
Appam with Vegetable Stew,South India,Breakfast,Weight Loss,237,3,40,8
Tofu Stir Fry with Brown Rice,Pan India,Lunch,Health & Wellness,301,15,40,7
Rava Idli with Chutney,South India,Breakfast,Weight Gain,423,10,58,14
Soya Chunks Curry with Brown Rice,Pan India,Lunch,Bodybuilding,465,43,55,13
Luchi with Alur Dom,East India,Breakfast,Weight Gain,525,7,60,23
Fish Curry with White Rice,South India,Lunch,Weight Gain,542,31,62,19
Oats Pongal,South India,Breakfast,Weight Loss,247,6,33,5
Multigrain Roti with Dal Tadka,North India,Lunch,Weight Loss,348,14,46,7
Aamti with Rice,West India,Lunch,Weight Loss,368,11,57,6
Jowar Bhakri with Zunka,West India,Breakfast,Weight Loss,263,9,49,6
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,199,11,35,4
Tofu Stir Fry with Brown Rice,Pan India,Lunch,Health & Wellness,295,16,40,8
Lemon Rice with Curd,South India,Dinner,Balanced,404,7,72,10
Mutton Kolhapuri with Rice,West India,Lunch,Weight Gain,621,34,55,24
Vegetable Upma,South India,Dinner,Weight Loss,215,4,32,5
Puran Poli with Amti,West India,Lunch,Balanced,396,12,66,15
Overnight Oats with Berries,Pan India,Breakfast,Health & Wellness,255,8,41,7
Brown Bread Sandwich with Chutney,North India,Breakfast,Weight Loss,266,8,40,5
Tuna Salad with Whole Wheat Bread,Pan India,Lunch,Bodybuilding,430,40,28,11
Whey Protein Shake with Oats and Banana,Pan India,Breakfast,Bodybuilding,387,31,44,5
Fish Fry with Rice and Dal,East India,Dinner,Balanced,495,26,59,14
Fish Curry Rohu with Quinoa,Pan India,Dinner,Bodybuilding,398,41,46,12
Sattu Sharbat with Toast,East India,Breakfast,Weight Loss,194,9,29,2
Greek Yogurt with Nuts and Honey,Pan India,Breakfast,Health & Wellness,303,13,31,11
Kachumber Salad with Varan Bhath,West India,Dinner,Balanced,336,9,58,10
Masala Dosa with Sambar and Chutney,South India,Breakfast,Weight Gain,492,9,58,16
Mutton Biryani,North India,Lunch,Weight Gain,619,41,67,30
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,542,14,54,20
Fish Recheado with Rice,West India,Dinner,Weight Gain,520,32,62,22
Vegetable Upma,South India,Dinner,Weight Loss,199,4,27,5
Crab Masala with Rice,South India,Dinner,Weight Gain,643,32,58,20
Vegetable Daliya,Pan India,Dinner,Health & Wellness,242,6,37,4
South Indian Thali,South India,Lunch,Balanced,557,14,81,12
Avocado on Millet Toast,Pan India,Breakfast,Health & Wellness,287,6,31,16
Aamti with Rice,West India,Lunch,Weight Loss,315,10,49,6
Dal Shorba with Roti,North India,Dinner,Weight Loss,198,8,30,4
Dal Palak with Grilled Fish,Pan India,Dinner,Bodybuilding,449,36,30,15
Paneer Tikka 250g with Mint Chutney,Pan India,Dinner,Bodybuilding,410,47,10,26
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,206,8,30,6
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,230,9,28,3
Besan Chilla with Mint Chutney,North India,Breakfast,Weight Loss,246,13,25,5
Chicken Sukka with Naan,West India,Lunch,Weight Gain,656,37,61,24
Egg Bhurji 5 Eggs with Multigrain Toast,Pan India,Lunch,Bodybuilding,386,32,24,23
Sprouted Matki Usal,West India,Breakfast,Weight Loss,220,9,25,3
Tandoori Paneer Tikka with Salad,North India,Dinner,Weight Loss,220,18,9,13
Rava Idli with Chutney,South India,Breakfast,Weight Gain,380,10,64,16
Cucumber and Tomato Raita with Mint,Pan India,Dinner,Health & Wellness,135,5,13,6
Dalma with Rice,East India,Lunch,Balanced,455,12,56,11
Sattu Sharbat with Toast,East India,Breakfast,Weight Loss,167,8,30,2
Dal Palak with Grilled Fish,Pan India,Dinner,Bodybuilding,393,37,31,14
Jowar Bhakri with Varan Bhath,West India,Lunch,Weight Loss,346,12,53,6
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,534,15,55,24
Rice with Chole and Paneer Butter Masala,North India,Lunch,Weight Gain,552,17,71,27
Fish Fry with Rice and Dal,East India,Dinner,Balanced,453,26,54,12
Sprouted Matki Usal,West India,Breakfast,Weight Loss,217,9,26,4
Fish Recheado with Rice,West India,Dinner,Weight Gain,616,26,64,20
Jowar Bhakri with Varan Bhath,West India,Lunch,Weight Loss,338,12,55,6
Green Smoothie Spinach Banana Flaxseed,Pan India,Breakfast,Health & Wellness,229,5,38,5
Apple with Peanut Butter on Rice Cakes,Pan India,Dinner,Health & Wellness,267,8,37,9
Paratha with Egg Bhurji,East India,Breakfast,Weight Gain,428,17,57,19
Paratha with Egg Bhurji,East India,Breakfast,Weight Gain,510,17,53,20
Andhra Style Mutton Biryani,South India,Lunch,Weight Gain,761,41,61,29
Upma with Vegetables,North India,Breakfast,Weight Loss,207,6,32,4
Millet Sambar Rice,South India,Lunch,Weight Loss,386,11,55,7
Chicken Biryani,North India,Dinner,Weight Gain,665,32,72,22
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,178,7,24,6
Sprouted Moong Salad with Lemon and Cucumber,Pan India,Lunch,Health & Wellness,152,8,23,1
Egg Curry with Rice,South India,Dinner,Weight Gain,547,25,51,17
Nachni Dosa with Chutney,West India,Breakfast,Weight Loss,241,6,33,6
Whey Protein Shake with Oats and Banana,Pan India,Breakfast,Bodybuilding,335,31,40,4
Jowar Bhakri with Zunka,West India,Breakfast,Weight Loss,280,10,47,6
Aloo Paratha with Curd and Butter,North India,Breakfast,Weight Gain,470,9,60,17
6 Boiled Eggs (4 Whites 2 Whole),Pan India,Breakfast,Bodybuilding,380,30,1,17
Paneer Tikka Masala with Jeera Rice,North India,Dinner,Weight Gain,619,25,69,17
Tofu Stir Fry with Brown Rice,Pan India,Lunch,Health & Wellness,326,14,41,7
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,583,27,65,19
Warm Turmeric Milk with Light Khichdi,Pan India,Dinner,Health & Wellness,307,8,38,7
Vegetable Upma,South India,Dinner,Weight Loss,195,5,27,5
Fish Fry with Rice and Dal,East India,Dinner,Balanced,476,23,61,15
Rava Idli with Chutney,South India,Breakfast,Weight Gain,380,8,53,16
Hilsa Fish Curry with White Rice,East India,Lunch,Weight Gain,674,27,58,21
Crab Masala with Rice,South India,Dinner,Weight Gain,554,35,54,21
Bharli Vangi with Bhakri,West India,Dinner,Weight Loss,288,8,36,12
Curd Rice with Pickle,South India,Dinner,Balanced,359,9,55,7
Misal Pav with Butter,West India,Breakfast,Weight Gain,518,14,74,19
Vegetable Stew with Brown Rice,East India,Dinner,Weight Loss,271,8,47,7
Steamed Vegetables Carrot Beans Broccoli,Pan India,Lunch,Health & Wellness,140,3,22,1
Vegetable Upma,South India,Dinner,Weight Loss,200,5,30,5
Mutton Kolhapuri with Rice,West India,Lunch,Weight Gain,704,35,64,24
Chicken Curry with Basmati Rice and Ghee,North India,Lunch,Weight Gain,581,32,60,21
Dal Fry with Steamed Rice (Small),North India,Lunch,Weight Loss,293,12,45,6
Prawn Malaikari with Rice,East India,Lunch,Weight Gain,639,30,61,28
Ragi Dosa with Coconut Chutney,South India,Breakfast,Weight Loss,245,5,37,7
Egg Curry with Rice,South India,Dinner,Weight Gain,484,25,60,19
Chicken Curry with Basmati Rice and Ghee,North India,Lunch,Weight Gain,570,36,48,22
Stuffed Paratha with Full Fat Curd,North India,Breakfast,Weight Gain,489,13,67,19
Egg Biryani,East India,Lunch,Weight Gain,545,31,63,19
Vegetable Upma,South India,Dinner,Weight Loss,219,4,32,6
Batata Vada with Pav,West India,Breakfast,Weight Gain,520,10,74,21
Tomato Shorba with Roti,East India,Dinner,Weight Loss,228,5,33,5
Vegetable Avial with Brown Rice,South India,Dinner,Weight Loss,283,8,48,8
Brown Rice with Macher Jhol (small portion),East India,Lunch,Weight Loss,370,23,42,8
Shrikhand Puri,West India,Breakfast,Weight Gain,623,12,67,21
Aloo Paratha with Curd and Butter,North India,Breakfast,Weight Gain,477,9,59,16
Dal Shorba with Roti,North India,Dinner,Weight Loss,246,9,30,5
Crab Masala with Rice,South India,Dinner,Weight Gain,555,33,52,20
6 Boiled Eggs (4 Whites 2 Whole),Pan India,Breakfast,Bodybuilding,334,28,2,20
Hilsa Fish Curry with White Rice,East India,Lunch,Weight Gain,576,32,59,21
Bisi Bele Bath,South India,Lunch,Balanced,393,13,70,10
Prawn Malaikari with Rice,East India,Lunch,Weight Gain,602,31,65,23
Oats Pongal,South India,Breakfast,Weight Loss,236,7,39,5
Jowar Bhakri with Zunka,West India,Breakfast,Weight Loss,301,9,44,6
Sol Kadhi with Rice,West India,Dinner,Weight Loss,259,7,38,7
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,335,11,66,4
Fresh Coconut Water with 2 Bananas,Pan India,Breakfast,Health & Wellness,275,3,60,1
Cottage Cheese Salad with Seeds,Pan India,Dinner,Bodybuilding,365,28,12,23
Puttu with Kadala Curry,South India,Breakfast,Balanced,344,16,49,8
Watermelon and Mint Juice,Pan India,Breakfast,Health & Wellness,92,1,21,1
Tuna Salad with Whole Wheat Bread,Pan India,Lunch,Bodybuilding,439,36,32,11
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,623,25,58,19
Brown Rice with Rajma,North India,Lunch,Weight Loss,420,13,59,7
Avocado on Millet Toast,Pan India,Breakfast,Health & Wellness,312,5,31,16
Poha with Peanuts and Banana Shake,North India,Breakfast,Weight Gain,446,13,58,11
Sattu Sharbat with Toast,East India,Breakfast,Weight Loss,173,8,35,2
Sprouted Moong Salad with Lemon and Cucumber,Pan India,Lunch,Health & Wellness,164,8,26,2
Mutton Rezala with Roti,East India,Dinner,Weight Gain,548,33,45,28
Roti with Mixed Veg Sabzi and Curd,North India,Lunch,Balanced,479,15,67,12
Paneer Tikka Masala with Jeera Rice,North India,Dinner,Weight Gain,602,21,57,19
Sattu Sharbat with Toast,East India,Breakfast,Weight Loss,201,8,28,2
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,193,9,30,4
Chicken Curry with Basmati Rice and Ghee,North India,Lunch,Weight Gain,543,37,55,19
Overnight Oats with Berries,Pan India,Breakfast,Health & Wellness,234,7,40,7
Mutton Rezala with Roti,East India,Dinner,Weight Gain,613,30,49,24
Brown Rice with Macher Jhol (small portion),East India,Lunch,Weight Loss,375,21,44,9
Stuffed Paratha with Full Fat Curd,North India,Breakfast,Weight Gain,531,12,64,18
Chicken Tikka Salad,Pan India,Dinner,Bodybuilding,313,40,13,15
Chicken Sukka with Naan,West India,Lunch,Weight Gain,639,38,56,26
South Indian Thali,South India,Lunch,Balanced,547,15,78,12
Multigrain Roti with Dal Tadka,North India,Lunch,Weight Loss,329,16,46,8
Nachni Dosa with Chutney,West India,Breakfast,Weight Loss,217,6,36,5
Mutton Biryani (Hyderabadi Style),West India,Dinner,Weight Gain,608,40,72,24
Cucumber and Tomato Raita with Mint,Pan India,Dinner,Health & Wellness,132,4,13,5
Sol Kadhi with Rice,West India,Dinner,Weight Loss,244,8,36,7
Avocado on Millet Toast,Pan India,Breakfast,Health & Wellness,295,6,33,15
Upma with Vegetables,North India,Breakfast,Weight Loss,193,6,38,4
Tuna Salad with Whole Wheat Bread,Pan India,Lunch,Bodybuilding,448,36,31,12
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,182,7,29,6
Brown Bread Sandwich with Chutney,North India,Breakfast,Weight Loss,261,7,34,5
Sattu Sharbat with Toast,East India,Breakfast,Weight Loss,195,9,33,2
Stuffed Paratha with Full Fat Curd,North India,Breakfast,Weight Gain,570,12,75,21
Dal Fry with Steamed Rice (Small),North India,Lunch,Weight Loss,355,13,51,6
Bisi Bele Bath,South India,Lunch,Balanced,486,15,64,13
Egg Curry with Rice,South India,Dinner,Weight Gain,489,30,54,18
Chicken Tikka Salad,Pan India,Dinner,Bodybuilding,389,39,14,15
Butter Naan with Dal Makhani,North India,Dinner,Weight Gain,548,16,73,22
Dalma with Rice,East India,Lunch,Balanced,373,13,64,9
Bharli Vangi with Bhakri,West India,Dinner,Weight Loss,326,8,38,10
Chira Dahi with Jaggery,East India,Breakfast,Weight Loss,203,6,39,4
South Indian Thali,South India,Lunch,Balanced,450,15,75,12
Thalipeeth with Dahi,West India,Breakfast,Weight Loss,274,8,39,6
Mutton Kolhapuri with Rice,West India,Lunch,Weight Gain,704,34,67,27
Kanda Poha,West India,Breakfast,Weight Loss,278,6,43,6
Mutton Kolhapuri with Rice,West India,Lunch,Weight Gain,678,32,60,28
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,453,12,52,21
Papaya and Chia Seeds Bowl,Pan India,Breakfast,Health & Wellness,168,4,33,5
Warm Turmeric Milk with Light Khichdi,Pan India,Dinner,Health & Wellness,282,8,40,7
Butter Naan with Dal Makhani,North India,Dinner,Weight Gain,576,13,68,22
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,515,15,54,23
Cucumber and Tomato Raita with Mint,Pan India,Dinner,Health & Wellness,131,5,16,6
Mutton Korma with Roti,North India,Dinner,Weight Gain,536,27,42,23
Stuffed Paratha with Full Fat Curd,North India,Breakfast,Weight Gain,459,14,62,17
Mixed Vegetable Sabzi with Roti,North India,Lunch,Weight Loss,268,9,51,7
Poha with Peanuts and Banana Shake,North India,Breakfast,Weight Gain,386,12,63,9
Oats Pongal,South India,Breakfast,Weight Loss,209,6,34,5
Fresh Coconut Water with 2 Bananas,Pan India,Breakfast,Health & Wellness,254,2,61,1
Idli with Tomato Chutney,South India,Breakfast,Weight Loss,218,6,40,1
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,238,8,35,3
Sol Kadhi with Rice,West India,Dinner,Weight Loss,270,7,34,7
Brown Rice with Rajma,North India,Lunch,Weight Loss,377,14,64,6
Moong Dal Chilla,North India,Breakfast,Weight Loss,203,12,30,6
Mung Bean Salad with Olive Oil,Pan India,Lunch,Health & Wellness,217,12,27,6
Overnight Oats with Berries,Pan India,Breakfast,Health & Wellness,269,8,41,7
Palak Paneer with 1 Roti,North India,Lunch,Weight Loss,378,16,29,13
Poha with Peanuts and Banana Shake,North India,Breakfast,Weight Gain,442,12,60,9
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,192,10,33,3
Dal Shorba with Roti,North India,Dinner,Weight Loss,210,9,31,5
Thepla with Curd,West India,Breakfast,Balanced,306,9,44,13
Thekua with Masala Chai,East India,Breakfast,Balanced,291,6,49,8
Millet Sambar Rice,South India,Lunch,Weight Loss,328,12,59,6
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,577,27,65,18
Paratha with Egg Bhurji,East India,Breakfast,Weight Gain,435,17,49,20
Warm Turmeric Milk with Light Khichdi,Pan India,Dinner,Health & Wellness,307,8,41,7
Sol Kadhi with Rice,West India,Dinner,Weight Loss,248,7,41,8
Beef Roast with Steamed Vegetables,Pan India,Dinner,Bodybuilding,471,44,8,27
Prawn Malaikari with Rice,East India,Lunch,Weight Gain,733,29,62,24
Masala Dosa with Sambar and Chutney,South India,Breakfast,Weight Gain,471,11,69,17
Papaya and Chia Seeds Bowl,Pan India,Breakfast,Health & Wellness,165,4,31,5
Fresh Coconut Water with 2 Bananas,Pan India,Breakfast,Health & Wellness,270,2,58,1
Poha with Peanuts and Banana Shake,North India,Breakfast,Weight Gain,401,12,65,11
Egg White Omelette with Vegetables,Pan India,Breakfast,Bodybuilding,249,26,6,11
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,512,30,62,19
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,576,26,59,18
Vegetable Avial with Brown Rice,South India,Dinner,Weight Loss,291,8,48,8
Sprouted Moong Salad with Lemon and Cucumber,Pan India,Lunch,Health & Wellness,155,7,27,1
Tofu Stir Fry with Brown Rice,Pan India,Lunch,Health & Wellness,341,14,42,8
Egg White Omelette with Vegetables,Pan India,Breakfast,Bodybuilding,291,29,5,12
Quinoa Salad with Vegetables,Pan India,Lunch,Health & Wellness,311,9,38,7
Masala Dosa with Sambar and Chutney,South India,Breakfast,Weight Gain,484,9,67,15
Chicken Omelette with Toast,Pan India,Breakfast,Bodybuilding,380,35,24,19
Greek Yogurt with Nuts and Honey,Pan India,Breakfast,Health & Wellness,259,13,33,11
Andhra Style Mutton Biryani,South India,Lunch,Weight Gain,670,44,64,26
Chicken Sukka with Naan,West India,Lunch,Weight Gain,628,41,58,26
Vegetable Upma,South India,Dinner,Weight Loss,195,4,28,5
Paneer Tikka Masala with Jeera Rice,North India,Dinner,Weight Gain,516,24,59,21
Idli with Sambar,South India,Dinner,Weight Loss,179,6,42,2
Clear Vegetable Soup with Tofu,Pan India,Dinner,Health & Wellness,168,11,13,8
Green Smoothie Spinach Banana Flaxseed,Pan India,Breakfast,Health & Wellness,215,5,36,4
Mosambi Juice with Sprouts Toast,Pan India,Breakfast,Health & Wellness,237,8,37,3
Sprouts Chaat,North India,Breakfast,Weight Loss,158,9,25,3
Sattu Sharbat with Toast,East India,Breakfast,Weight Loss,179,8,31,2
Andhra Style Mutton Biryani,South India,Lunch,Weight Gain,672,42,75,27
Brown Bread Sandwich with Chutney,North India,Breakfast,Weight Loss,227,8,34,6
Hilsa Fish Curry with White Rice,East India,Lunch,Weight Gain,661,32,62,22
Paratha with Egg Bhurji,East India,Breakfast,Weight Gain,453,16,46,21
Chicken Omelette with Toast,Pan India,Breakfast,Bodybuilding,423,33,20,17
6 Boiled Eggs (4 Whites 2 Whole),Pan India,Breakfast,Bodybuilding,358,31,1,22
Ven Pongal with Ghee,South India,Breakfast,Weight Gain,484,11,61,21
